speed,time
0.0,0.21729516983032227
0.0,0.35602402687072754
0.0,0.49639105796813965
0.0,0.6366970539093018
0.0,0.7797331809997559
0.0,0.941486120223999
0.0,1.068660020828247
0.0,1.2386181354522705
0.0,1.351816177368164
0.0,1.494847059249878
0.0,1.6454792022705078
0.0,1.7887790203094482
0.0,1.9275951385498047
0.0,2.075705051422119
0.0,2.211503028869629
0.0,2.363967180252075
0.0,2.503634214401245
0.0,2.649052143096924
0.0,2.79312801361084
0.0,2.9300990104675293
0.0,3.078045129776001
0.0,3.2221391201019287
0.0,3.367838144302368
0.0,3.50727915763855
0.0,3.6468191146850586
0.0,3.798572063446045
0.0,3.9394731521606445
0.0,4.082696199417114
0.0,4.224542140960693
0.0,4.366421222686768
0.0,4.517715215682983
0.0,4.662546157836914
0.0,4.801022052764893
0.0,4.943616151809692
0.0,5.087268114089966
0.0,5.234105110168457
0.0,5.375849008560181
0.0,5.832067012786865
0.0,5.833383083343506
0.0,5.833532094955444
0.0,5.951862096786499
0.0,6.0940940380096436
0.0,6.237613201141357
0.0,6.379428148269653
0.0,6.524907112121582
1.741857145513807,6.6709840297698975
4.929914290564401,6.813086032867432
5.13122854913984,6.955579996109009
5.032771410260882,7.097119092941284
5.0566571303776335,7.242805004119873
5.28037143434797,7.3885509967803955
5.020485707691738,7.531801223754883
5.085057156426566,7.675230026245117
5.169828585215977,7.817140102386475
5.234171458653042,7.964044094085693
5.406085709163121,8.118549108505249
5.573457138878958,8.25950312614441
5.693914304460798,8.402284145355225
4.305971384048462,8.537706136703491
1.9088000019746167,8.687188148498535
0.3905999993639333,8.832766056060791
0.3521714272243636,8.969573020935059
-0.7185142972639629,9.11160922050476
-2.1083428621292115,9.254072189331055
-1.5085428544453212,9.406790018081665
1.034142857151372,9.543079137802124
1.0281142915998187,9.687205076217651
0.367771429435483,9.829113006591797
0.038942856368209634,9.974969148635864
0.00817142842071397,10.12125301361084
0.022685714066028595,10.263873100280762
0.0008285714313387871,10.404611110687256
-0.00040000001234667643,10.547628164291382
0.0,10.702247142791748
0.0,10.838413000106812
0.0,10.980621099472046
0.0,11.123556137084961
0.0,11.267105102539062
